Copyright 1986-2019 Xilinx, Inc. All Rights Reserved.
----------------------------------------------------------------------------------------------------------------------------------------------
| Tool Version : Vivado v.2019.2 (lin64) Build 2708876 Wed Nov  6 21:39:14 MST 2019
| Date         : Wed Apr  8 21:09:09 2020
| Host         : soccf-dbr3-022 running 64-bit Ubuntu 18.04.4 LTS
| Command      : report_utilization -hierarchical -file /home/dumi/git/riscv/freedom-dloghin/builds/e300artydevkit/obj/report/utilization.txt
| Design       : E300ArtyDevKitFPGAChip
| Device       : 7a100tcsg324-1
| Design State : Physopt postRoute
----------------------------------------------------------------------------------------------------------------------------------------------

Utilization Design Information

Table of Contents
-----------------
1. Utilization by Hierarchy

1. Utilization by Hierarchy
---------------------------

+-----------------------------------------------------+---------------------------------------------+------------+------------+---------+------+-------+--------+--------+--------------+
|                       Instance                      |                    Module                   | Total LUTs | Logic LUTs | LUTRAMs | SRLs |  FFs  | RAMB36 | RAMB18 | DSP48 Blocks |
+-----------------------------------------------------+---------------------------------------------+------------+------------+---------+------+-------+--------+--------+--------------+
| E300ArtyDevKitFPGAChip                              |                                       (top) |      20351 |      19367 |     924 |   60 | 11596 |      4 |     10 |            5 |
|   (E300ArtyDevKitFPGAChip)                          |                                       (top) |         36 |         36 |       0 |    0 |    47 |      0 |      0 |            0 |
|   E300ArtyDevKitPlatform                            |                      E300ArtyDevKitPlatform |      20300 |      19317 |     924 |   59 | 11515 |      4 |     10 |            5 |
|     ResetCatchAndSync_d20                           |                       ResetCatchAndSync_d20 |          5 |          5 |       0 |    0 |    20 |      0 |      0 |            0 |
|       AsyncResetSynchronizerShiftReg_w1_d20_i0      |    AsyncResetSynchronizerShiftReg_w1_d20_i0 |          5 |          5 |       0 |    0 |    20 |      0 |      0 |            0 |
|         sync_0                                      |                  AsyncResetRegVec_w1_i0_565 |          5 |          5 |       0 |    0 |     1 |      0 |      0 |            0 |
|           reg_0                                     |                           AsyncResetReg_604 |          5 |          5 |       0 |    0 |     1 |      0 |      0 |            0 |
|         sync_1                                      |                  AsyncResetRegVec_w1_i0_566 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |            0 |
|           reg_0                                     |                           AsyncResetReg_603 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |            0 |
|         sync_10                                     |                  AsyncResetRegVec_w1_i0_567 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |            0 |
|           reg_0                                     |                           AsyncResetReg_602 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |            0 |
|         sync_11                                     |                  AsyncResetRegVec_w1_i0_568 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |            0 |
|           reg_0                                     |                           AsyncResetReg_601 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |            0 |
|         sync_12                                     |                  AsyncResetRegVec_w1_i0_569 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |            0 |
|           reg_0                                     |                           AsyncResetReg_600 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |            0 |
|         sync_13                                     |                  AsyncResetRegVec_w1_i0_570 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |            0 |
|           reg_0                                     |                           AsyncResetReg_599 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |            0 |
|         sync_14                                     |                  AsyncResetRegVec_w1_i0_571 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |            0 |
|           reg_0                                     |                           AsyncResetReg_598 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |            0 |
|         sync_15                                     |                  AsyncResetRegVec_w1_i0_572 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |            0 |
|           reg_0                                     |                           AsyncResetReg_597 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |            0 |
|         sync_16                                     |                  AsyncResetRegVec_w1_i0_573 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |            0 |
|           reg_0                                     |                           AsyncResetReg_596 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |            0 |
|         sync_17                                     |                  AsyncResetRegVec_w1_i0_574 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |            0 |
|           reg_0                                     |                           AsyncResetReg_595 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |            0 |
|         sync_18                                     |                  AsyncResetRegVec_w1_i0_575 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |            0 |
|           reg_0                                     |                           AsyncResetReg_594 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |            0 |
|         sync_19                                     |                  AsyncResetRegVec_w1_i0_576 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |            0 |
|           reg_0                                     |                           AsyncResetReg_593 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |            0 |
|         sync_2                                      |                  AsyncResetRegVec_w1_i0_577 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |            0 |
|           reg_0                                     |                           AsyncResetReg_592 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |            0 |
|         sync_3                                      |                  AsyncResetRegVec_w1_i0_578 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |            0 |
|           reg_0                                     |                           AsyncResetReg_591 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |            0 |
|         sync_4                                      |                  AsyncResetRegVec_w1_i0_579 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |            0 |
|           reg_0                                     |                           AsyncResetReg_590 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |            0 |
|         sync_5                                      |                  AsyncResetRegVec_w1_i0_580 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |            0 |
|           reg_0                                     |                           AsyncResetReg_589 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |            0 |
|         sync_6                                      |                  AsyncResetRegVec_w1_i0_581 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |            0 |
|           reg_0                                     |                           AsyncResetReg_588 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |            0 |
|         sync_7                                      |                  AsyncResetRegVec_w1_i0_582 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |            0 |
|           reg_0                                     |                           AsyncResetReg_587 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |            0 |
|         sync_8                                      |                  AsyncResetRegVec_w1_i0_583 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |            0 |
|           reg_0                                     |                           AsyncResetReg_586 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |            0 |
|         sync_9                                      |                  AsyncResetRegVec_w1_i0_584 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |            0 |
|           reg_0                                     |                           AsyncResetReg_585 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |            0 |
|     spi_dq_0_sync                                   |                  SynchronizerShiftReg_w1_d3 |          1 |          0 |       0 |    1 |     1 |      0 |      0 |            0 |
|     spi_dq_1_sync                                   |                SynchronizerShiftReg_w1_d3_0 |          1 |          0 |       0 |    1 |     1 |      0 |      0 |            0 |
|     spi_dq_2_sync                                   |                SynchronizerShiftReg_w1_d3_1 |          1 |          0 |       0 |    1 |     1 |      0 |      0 |            0 |
|     spi_dq_3_sync                                   |                SynchronizerShiftReg_w1_d3_2 |          1 |          0 |       0 |    1 |     1 |      0 |      0 |            0 |
|     sys                                             |                        E300ArtyDevKitSystem |      20291 |      19312 |     924 |   55 | 11491 |      4 |     10 |            5 |
|       (sys)                                         |                        E300ArtyDevKitSystem |          0 |          0 |       0 |    0 |     2 |      0 |      0 |            0 |
|       aon_1                                         |                              MockAONWrapper |        705 |        704 |       0 |    1 |  1111 |      0 |      0 |            0 |
|         (aon_1)                                     |                              MockAONWrapper |          8 |          8 |       0 |    0 |     0 |      0 |      0 |            0 |
|         ResetCatchAndSync_d3                        |                    ResetCatchAndSync_d3_491 |          1 |          1 |       0 |    0 |     3 |      0 |      0 |            0 |
|           AsyncResetSynchronizerShiftReg_w1_d3_i0   | AsyncResetSynchronizerShiftReg_w1_d3_i0_558 |          1 |          1 |       0 |    0 |     3 |      0 |      0 |            0 |
|             sync_0                                  |                  AsyncResetRegVec_w1_i0_559 |          1 |          1 |       0 |    0 |     1 |      0 |      0 |            0 |
|               reg_0                                 |                           AsyncResetReg_564 |          1 |          1 |       0 |    0 |     1 |      0 |      0 |            0 |
|             sync_1                                  |                  AsyncResetRegVec_w1_i0_560 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |            0 |
|               reg_0                                 |                           AsyncResetReg_563 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |            0 |
|             sync_2                                  |                  AsyncResetRegVec_w1_i0_561 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |            0 |
|               reg_0                                 |                           AsyncResetReg_562 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |            0 |
|         aon                                         |                                   TLMockAON |        688 |        688 |       0 |    0 |   924 |      0 |      0 |            0 |
|           (aon)                                     |                                   TLMockAON |          1 |          1 |       0 |    0 |   512 |      0 |      0 |            0 |
|           Queue                                     |                                    Queue_13 |        466 |        466 |       0 |    0 |    89 |      0 |      0 |            0 |
|           pmu                                       |                                         PMU |         74 |         74 |       0 |    0 |   177 |      0 |      0 |            0 |
|             (pmu)                                   |                                         PMU |          0 |          0 |       0 |    0 |     2 |      0 |      0 |            0 |
|             AsyncResetRegVec_w5_i0                  |                      AsyncResetRegVec_w5_i0 |          1 |          1 |       0 |    0 |     1 |      0 |      0 |            0 |
|               reg_3                                 |                           AsyncResetReg_557 |          1 |          1 |       0 |    0 |     1 |      0 |      0 |            0 |
|             SRLatch_1                               |                                     SRLatch |          0 |          0 |       0 |    0 |     1 |      0 |      0 |            0 |
|             SRLatch_2                               |                                 SRLatch_556 |          0 |          0 |       0 |    0 |     1 |      0 |      0 |            0 |
